都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
131164,147,東京都,豊島区,南長崎第二保育園,ミナミナガサキダイニホイクエン,,,東京都豊島区南長崎2-3-21,,35.7238,139.68903,03 3952 4761,,,豊島区,月火水木金土,7:15,19:15,土曜日の開所時間は07：15から19：15休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/288/kosodate/kosodate/hoikuen/kuritsu/006130.html,
131164,148,東京都,豊島区,長崎保育園,ナガサキホイクエン,,,東京都豊島区長崎3-7-7,,35.72889,139.68889,03 3955 6171,,,豊島区,月火水木金土,7:15,19:15,土曜日の開所時間は07：15から19：15休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/289/kosodate/kosodate/hoikuen/kuritsu/006131.html,
131164,149,東京都,豊島区,要町保育園,カナメホイクエン,,,東京都豊島区要町3-17-11,,35.73743,139.68663,03 3955 6141,,,豊島区,月火水木金土,7:15,19:15,土曜日の開所時間は07：15から19：15休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/290/kosodate/kosodate/hoikuen/kuritsu/006133.html,
131164,150,東京都,豊島区,高松第二保育園,タカマツダイニホイクエン,,,東京都豊島区高松1-7-13,,35.73592,139.69852,03 3955 8421,,,豊島区,月火水木金土,7:15,19:15,土曜日の開所時間は07：15から19：15休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/292/kosodate/kosodate/hoikuen/kuritsu/006135.html,
131164,151,東京都,豊島区,駒込第三保育園,コマゴメダイサンホイクエン,,,東京都豊島区駒込2-2-3,,35.73686,139.74675,03 3915 8677,,,豊島区社会福祉事業団,月火水木金土,7:15,20:00,土曜日の開所時間は07：15から20：00休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/452/kosodate/kosodate/hoikuen/kosetsumine/index.html,
131164,152,東京都,豊島区,南大塚保育園,ミナミオオツカホイクエン,,,東京都豊島区南大塚2-36-3,,35.72909,139.72986,03 3946 7688,,,豊島区社会福祉事業団,月火水木金土,7:15,20:00,土曜日の開所時間は07：15から20：00休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/452/kosodate/kosodate/hoikuen/kosetsumine/index.html,
131164,153,東京都,豊島区,千早さくらそう保育園（豊島区臨時保育所）,チハヤサクラソウホイクエン（トシマクリンジホイクショ）,,,東京都豊島区千早3-13-8,,35.73335,139.68704,03 3972 2701,,,社会福祉法人豊島区社会福祉事業団,月火水木金土,7:15,19:15,休所日は日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/453/kosodate/kosodate/hoikuen/1510051254.html,
131164,154,東京都,豊島区,北大塚すくすくルーム,キタオオツカスクスクルーム,,,東京都豊島区北大塚3-18-19,,35.73431,139.7245,03 3910 8533,,,新井雅喜・力石順子・朝日久美子・宮城英恵,月火水木金,8:00,18:00,休所日は土、日曜日及び祝日、12/29から1/3まで,,,https://www.city.toshima.lg.jp/453/kosodate/kosodate/hoikuen/chiikigata/index.html,
131164,155,東京都,豊島区,豊島区立西巣鴨幼稚園,トシマクリツニシスガモヨウチエン,,,東京都豊島区西巣鴨2-14-11,,35.73853,139.7276,03 3915 8131,,,豊島区,月火水木金,9:00,14:00,水曜日は11：45終了。預かり保育は17：00まで。祝日はお休み。,,,https://toshima.schoolweb.ne.jp/nishisugamo_k/,
131164,156,東京都,豊島区,豊島区立池袋幼稚園,トシマクリツイケブクロヨウチエン,,,東京都豊島区池袋3-30-22,,35.73549,139.70486,03 3986 8233,,,豊島区,月火水木金,9:00,14:00,水曜日は11：45終了。預かり保育は17：00まで。祝日はお休み。,,,https://toshima.schoolweb.ne.jp/ikebukuro_k/,
131164,157,東京都,豊島区,豊島区立南長崎幼稚園,トシマクリツミナミナガサキヨウチエン,,,東京都豊島区南長崎4-12-7,,35.7249,139.68509,03 3950 2861,,,豊島区,月火水木金,9:00,14:00,水曜日は11：45終了。預かり保育は17：00まで。祝日はお休み。,,,https://toshima.schoolweb.ne.jp/minaminagasaki_k/,
131164,158,東京都,豊島区,駒込小学校,コマゴメショウガッコウ,,,東京都豊島区駒込3-13-1,,35.73823,139.74313,,,,,,,,,,,,
131164,159,東京都,豊島区,仰高小学校,ギョウコウショウガッコウ,,,東京都豊島区駒込5-1-19,,35.7362,139.73834,,,,,,,,,,,,
131164,160,東京都,豊島区,朝日小学校,アサヒショウガッコウ,,,東京都豊島区巣鴨5-33-1,,35.74098,139.73323,,,,,,,,,,,,
131164,161,東京都,豊島区,清和小学校,セイワショウガッコウ,,,東京都豊島区巣鴨3-14-1,,35.73589,139.73328,,,,,,,,,,,,
131164,162,東京都,豊島区,西巣鴨小学校,ニシスガモショウガッコウ,,,東京都豊島区西巣鴨1-27-1,,35.73845,139.72636,,,,,,,,,,,,
131164,163,東京都,豊島区,巣鴨小学校,スガモショウガッコウ,,,東京都豊島区南大塚1-24-10,,35.7284,139.73468,,,,,,,,,,,,
131164,164,東京都,豊島区,池袋第一小学校,イケブクロダイイチショウガッコウ,,,東京都豊島区池袋本町4-36-1,,35.74417,139.71436,,,,,,,,,,,,
131164,165,東京都,豊島区,豊成小学校,ホウセイショウガッコウ,,,東京都豊島区上池袋1-18-24,,35.73488,139.72195,,,,,,,,,,,,
131164,166,東京都,豊島区,朋有小学校,ホウユウショウガッコウ,,,東京都豊島区東池袋4-40-1,,35.72861,139.7233,,,,,,,,,,,,
131164,167,東京都,豊島区,南池袋小学校,ミナミイケブクロショウガッコウ,,,東京都豊島区南池袋3-18-12,,35.72404,139.71481,,,,,,,,,,,,
131164,168,東京都,豊島区,池袋第三小学校,イケブクロダイサンショウガッコウ,,,東京都豊島区西池袋3-14-3,,35.72832,139.70285,,,,,,,,,,,,
131164,169,東京都,豊島区,池袋小学校,イケブクロショウガッコウ,,,東京都豊島区池袋4-23-8,,35.73771,139.70958,,,,,,,,,,,,
131164,170,東京都,豊島区,高南小学校,コウナンショウガッコウ,,,東京都豊島区高田2-12-7,,35.71659,139.71425,,,,,,,,,,,,
131164,171,東京都,豊島区,目白小学校,メジロショウガッコウ,,,東京都豊島区目白2-11-6,,35.72074,139.70944,,,,,,,,,,,,
131164,172,東京都,豊島区,椎名町小学校,シイナマチショウガッコウ,,,東京都豊島区南長崎4-30-5,,35.72654,139.68579,,,,,,,,,,,,
131164,173,東京都,豊島区,富士見台小学校,フジミダイショウガッコウ,,,東京都豊島区南長崎1-10-5,,35.72458,139.69295,,,,,,,,,,,,
131164,174,東京都,豊島区,長崎小学校,ナガサキショウガッコウ,,,東京都豊島区長崎2-6-3,,35.72841,139.69022,,,,,,,,,,,,
131164,175,東京都,豊島区,さくら小学校,サクラショウガッコウ,,,東京都豊島区長崎6-16-1,,35.73587,139.68004,,,,,,,,,,,,
131164,176,東京都,豊島区,千早小学校,チハヤショウガッコウ,,,東京都豊島区千早3-33-5,,35.73492,139.68727,,,,,,,,,,,,
131164,177,東京都,豊島区,要小学校,カナメショウガッコウ,,,東京都豊島区要町2-3-20,,35.73409,139.69391,,,,,,,,,,,,
131164,178,東京都,豊島区,高松小学校,タカマツショウガッコウ,,,東京都豊島区高松2-57-22,,35.73938,139.69722,,,,,,,,,,,,
131164,179,東京都,豊島区,駒込中学校,コマゴメチュウガッコウ,,,東京都豊島区駒込4-5-1,,35.73574,139.74213,,,,,,,,,,,,
131164,180,東京都,豊島区,巣鴨北中学校,スガモキタチュウガッコウ,,,東京都豊島区西巣鴨3-17-1,,35.74158,139.72913,,,,,,,,,,,,
131164,181,東京都,豊島区,西巣鴨中学校,ニシスガモチュウガッコウ,,,東京都豊島区南大塚3-18-1,,35.7286,139.72731,,,,,,,,,,,,
131164,182,東京都,豊島区,西池袋中学校,ニシイケブクロチュウガッコウ,,,東京都豊島区西池袋4-7-1,,35.72736,139.70035,,,,,,,,,,,,
131164,183,東京都,豊島区,千登世橋中学校,チトセバシチュウガッコウ,,,東京都豊島区目白1-1-1,,35.71749,139.7119,,,,,,,,,,,,
131164,184,東京都,豊島区,明豊中学校,メイホウチュウガッコウ,,,東京都豊島区長崎5-31-29,,35.73539,139.68437,,,,,,,,,,,,
131164,185,東京都,豊島区,千川中学校,センカワチュウガッコウ,,,東京都豊島区高松1-9-21,,35.73581,139.70007,,,,,,,,,,,,
131164,186,東京都,豊島区,池袋本町小学校,イケブクロホンチョウショウガッコウ,,,東京都豊島区池袋本町1-43-1及び4-5-5,,35.74055,139.71478,,,,,,,,,,,,
131164,187,東京都,豊島区,池袋中学校,イケブクロチュウガッコウ,,,東京都豊島区池袋本町1-43-1及び4-5-5,,35.74055,139.71478,,,,,,,,,,,,
131164,188,東京都,豊島区,教育センター,キョウイクセンター,,,東京都豊島区雑司が谷3-1-7,,35.71957,139.71385,,,,,,,,,,,,
131164,189,東京都,豊島区,豊島リサイクルセンター,トシマリサイクルセンター,,,東京都豊島区北大塚3-29-11,,35.73579,139.72534,,,,,,,,,,,,
131164,190,東京都,豊島区,大気汚染巣鴨測定室,タイキオセンスガモソクテイシツ,,,東京都豊島区巣鴨3-13-12,,35.73504,139.73199,,,,,,,,,,,,
131164,191,東京都,豊島区,大気汚染長崎測定室,タイキオセンナガサキソクテイシツ,,,東京都豊島区千早2-39-7,,35.73556,139.69102,,,,,,,,,,,,
131164,192,東京都,豊島区,大気汚染池袋測定室,タイキオセンイケブクロソクテイシツ,,,東京都豊島区南池袋2-45-１,,35.72607,139.71666,,,,,,,,,,,,
131164,193,東京都,豊島区,上池袋二丁目地区リサイクルステーション,カミイケブクロニチョウメチクリサイクルステーション,,,東京都豊島区上池袋2-26-7,,35.73595,139.71562,,,,,,,,,,,,
131164,194,東京都,豊島区,南長崎一丁目地区リサイクルステーション,ミナミナガサキイッチョウメチクリサイクルステーション,,,東京都豊島区南長崎1-14-9,,35.72524,139.69257,,,,,,,,,,,,
131164,195,東京都,豊島区,長崎五丁目地区リサイクルステーション,ナガサキゴチョウメチクリサイクルステーション,,,東京都豊島区長崎5-29-4,,35.73426,139.68391,,,,,,,,,,,,
131164,196,東京都,豊島区,巣鴨駅前公衆便所,スガモエキマエコウシュウベンジョ,,,東京都豊島区巣鴨1-16-１,,35.73342,139.73915,,,,,,,,,,,,
131164,197,東京都,豊島区,巣鴨三丁目公衆便所,スガモサンチョウメコウシュウベンジョ,,,東京都豊島区巣鴨3-35-8,,35.73577,139.73553,,,,,,,,,,,,
131164,198,東京都,豊島区,庚申塚広場公衆便所,コウシンヅカヒロバコウシュウベンジョ,,,東京都豊島区西巣鴨2-32-9,,35.73939,139.72942,,,,,,,,,,,,
131164,199,東京都,豊島区,大塚駅前公衆便所,オオツカエキマエコウシュウベンジョ,,,東京都豊島区南大塚3-33-1,,35.73174,139.72762,,,,,,,,,,,,
131164,200,東京都,豊島区,池袋駅北口前公衆便所,イケブクロエキキタグチマエコウシュウベンジョ,,,東京都豊島区西池袋1-1-40,,35.72994,139.71051,,,,,,,,,,,,
131164,201,東京都,豊島区,目白駅前公衆便所,メジロエキマエコウシュウベンジョ,,,東京都豊島区目白3-3-1,,35.72073,139.70639,,,,,,,,,,,,
131164,202,東京都,豊島区,雑司が谷公園丘の上テラス,ゾウシガヤコウエンオカノウエテラス,,,東京都豊島区雑司が谷2-12-1,,35.71929,139.71667,,,,,,,,,,,,
131164,203,東京都,豊島区,南池袋公園管理棟,ミナミイケブクロコウエンカンリトウ,,,東京都豊島区南池袋2-21-1,,35.7276,139.71432,,,,,,,,,,,,
131164,204,東京都,豊島区,としまみどりの防災公園（管理棟）,トシマミドリノボウサイコウエン(カンリトウ),,,東京都豊島区東池袋4-42,,35.72778,139.72185,,,,,,,,,,,,
131164,205,東京都,豊島区,としまみどりの防災公園（倉庫棟）,トシマミドリノボウサイコウエン(ソウコトウ),,,東京都豊島区東池袋4-42,,35.72778,139.72185,,,,,,,,,,,,
131164,206,東京都,豊島区,目白庭園（赤鳥庵）,メジロテイエン(セキチョウアン),,,東京都豊島区目白3-20-18,,35.72418,139.70547,,,,,,,,,,,,
131164,207,東京都,豊島区,西巣鴨二丁目第二アパート,ニシスガモニチョウメダイニアパート,,,東京都豊島区西巣鴨2-16-1,,35.73949,139.72675,,,,,,,,,,,,
131164,208,東京都,豊島区,上池袋二丁目アパート,カミイケブクロニチョウメアパート,,,東京都豊島区上池袋2-25-9,,35.7361,139.7164,,,,,,,,,,,,
131164,209,東京都,豊島区,ライブピア池袋本町,ライブピアイケブクロホンチョウ,,,東京都豊島区池袋本町2-28-8,,35.74211,139.71144,,,,,,,,,,,,
131164,210,東京都,豊島区,長崎六丁目アパート,ナガサキロクチョウメアパート,,,東京都豊島区長崎6-3-3及び4-10,,35.73389,139.67949,,,,,,,,,,,,
131164,211,東京都,豊島区,ライブピア長崎,ライブピアナガサキ,,,東京都豊島区長崎5-27-5及び7,,35.73416,139.68442,,,,,,,,,,,,
131164,212,東京都,豊島区,千早四丁目アパート,チハヤヨンチョウメアパート,,,東京都豊島区千早4-32-11及び13,,35.73911,139.685,,,,,,,,,,,,
131164,213,東京都,豊島区,要町三丁目アパート,カナメチョウサンチョウメアパート,,,東京都豊島区要町3-7-8,,35.73709,139.68773,,,,,,,,,,,,
131164,214,東京都,豊島区,高松三丁目アパート,タカマツサンチョウメアパート,,,東京都豊島区高松3-5-5,,35.7412,139.69795,,,,,,,,,,,,
131164,215,東京都,豊島区,高松三丁目第二アパート,タカマツサンチョウメダイニアパート,,,東京都豊島区高松3-12-8及び9,,35.74205,139.6982,,,,,,,,,,,,
131164,216,東京都,豊島区,高松三丁目第三アパート,タカマツサンチョウメダイサンアパート,,,東京都豊島区高松3-8-17,,35.74085,139.69533,,,,,,,,,,,,
131164,217,東京都,豊島区,千川二丁目アパート,センカワニチョウメアパート,,,東京都豊島区千川2-5-14,,35.7404,139.69203,,,,,,,,,,,,
131164,218,東京都,豊島区,巣鴨つつじ苑,スガモツツジエン,,,東京都豊島区巣鴨4-15-11,,35.73743,139.73161,,,,,,,,,,,,
131164,219,東京都,豊島区,池袋本町第二つつじ苑,イケブクロホンチョウダイニツツジエン,,,東京都豊島区池袋本町2-28-8,,35.74211,139.71144,,,,,,,,,,,,
131164,220,東京都,豊島区,高田つつじ苑,タカダツツジエン,,,東京都豊島区高田1-2-12,,35.71309,139.7209,,,,,,,,,,,,
131164,221,東京都,豊島区,南長崎つつじ苑,ミナミナガサキツツジエン,,,東京都豊島区南長崎1-14-9,,35.72524,139.69257,,,,,,,,,,,,
131164,222,東京都,豊島区,長崎つつじ苑,ナガサキツツジエン,,,東京都豊島区長崎6-34-10,,35.73537,139.68257,,,,,,,,,,,,
131164,223,東京都,豊島区,千川つつじ苑,センカワツツジエン,,,東京都豊島区千川2-9-10,,35.74112,139.69171,,,,,,,,,,,,
131164,224,東京都,豊島区,池袋つつじ苑,イケブクロツツジエン,,,東京都豊島区池袋2-23-14,,35.7332,139.70454,,,,,,,,,,,,
131164,225,東京都,豊島区,池袋本町つつじ苑,イケブクロホンチョウツツジエン,,,東京都豊島区池袋本町1-30-14,,35.73948,139.71524,,,,,,,,,,,,
131164,226,東京都,豊島区,要町第二つつじ苑,カナメチョウダイニツツジエン,,,東京都豊島区要町1-6-6,,35.73334,139.6955,,,,,,,,,,,,
131164,227,東京都,豊島区,要町つつじ苑,カナメチョウツツジエン,,,東京都豊島区要町3-9-16,,35.73744,139.68953,,,,,,,,,,,,
131164,228,東京都,豊島区,北大塚つつじ苑,キタオオツカツツジエン,,,東京都豊島区北大塚1-33-22,,35.7338,139.73038,,,,,,,,,,,,
131164,229,東京都,豊島区,西池袋つつじ苑,ニシイケブクロツツジエン,,,東京都豊島区西池袋3-11-10,,35.72801,139.70206,,,,,,,,,,,,
131164,230,東京都,豊島区,西巣鴨つつじ苑,ニシスガモツツジエン,,,東京都豊島区西巣鴨2-1-4,,35.73704,139.72969,,,,,,,,,,,,
131164,231,東京都,豊島区,南大塚つつじ苑,ミナミオオツカツツジエン,,,東京都豊島区南大塚1-8-12,,35.72732,139.73524,,,,,,,,,,,,
131164,232,東京都,豊島区,南長崎第二つつじ苑,ミナミナガサキダイニツツジエン,,,東京都豊島区南長崎2-2-16,,35.72316,139.68942,,,,,,,,,,,,
131164,233,東京都,豊島区,ソシエ南池袋第二,ソシエミナミイケブクロダイニ,,,東京都豊島区南池袋3-7-8,,35.72355,139.71231,,,,,,,,,,,,
131164,234,東京都,豊島区,池袋南交差排水場,イケブクロミナミコウサハイスイジョウ,,,東京都豊島区西池袋2-43,,35.72715,139.70941,,,,,,,,,,,,
131164,235,東京都,豊島区,千川二丁目資材倉庫,センカワニチョウメシザイソウコ,,,東京都豊島区千川2-9-10,,35.74112,139.69171,,,,,,,,,,,,
131164,236,東京都,豊島区,道路工事事務所材料置場 作業場兼倉庫,ドウロコウジジムショザイリョウオキバ サギョウバケンソウコ,,,東京都豊島区池袋本町4-50,,35.74177,139.71735,,,,,,,,,,,,
131164,237,東京都,豊島区,アゼリア東池袋,アゼリアヒガシイケブクロ,,,東京都豊島区東池袋5-40-5,,35.72807,139.726,,,,,,,,,,,,
131164,238,東京都,豊島区,駒込備蓄倉庫,コマゴメビチクソウコ,,,東京都豊島区駒込2-2-4,,35.73686,139.74675,,,,,,,,,,,,
131164,239,東京都,豊島区,西巣鴨備蓄倉庫,ニシスガモビチクソウコ,,,東京都豊島区西巣鴨3-17-1,,35.74158,139.72913,,,,,,,,,,,,
131164,240,東京都,豊島区,北大塚備蓄倉庫,キタオオツカビチクソウコ,,,東京都豊島区北大塚3-29-11,,35.73579,139.72534,,,,,,,,,,,,
131164,241,東京都,豊島区,西池袋備蓄倉庫,ニシイケブクロビチクソウコ,,,東京都豊島区西池袋3-20-1,,35.73058,139.70546,,,,,,,,,,,,
131164,242,東京都,豊島区,高田備蓄倉庫,タカダビチクソウコ,,,東京都豊島区目白1-1-1,,35.71749,139.7119,,,,,,,,,,,,
131164,243,東京都,豊島区,上池袋備蓄倉庫,カミイケブクロビチクソウコ,,,東京都豊島区上池袋1-33-20,,35.73575,139.72368,,,,,,,,,,,,
131164,244,東京都,豊島区,駒込中学校救援センター格納庫,コマゴメチュウガッコウキュウエンセンターカクノウコ,,,東京都豊島区駒込4-5-1,,35.73574,139.74213,,,,,,,,,,,,
131164,245,東京都,豊島区,高田二丁目防災資機材格納庫,タカダニチョウメボウサイシキザイカクノウコ,,,東京都豊島区高田2-11-2,,35.71572,139.71443,,,,,,,,,,,,
131164,246,東京都,豊島区,長崎五丁目防災資機材格納庫,ナガサキゴチョウメボウサイシキザイカクノウコ,,,東京都豊島区長崎5-29-4,,35.73426,139.68391,,,,,,,,,,,,
131164,247,東京都,豊島区,南池袋四丁目防災資器材倉庫,ミナミイケブクロヨンチョウメボウサイシキザイソウコ,,,東京都豊島区南池袋4-7-9,,35.72202,139.71739,,,,,,,,,,,,
131164,248,東京都,豊島区,目白二丁目第２児童遊園防災資器材倉庫,メジロニチョウメダイ2ジドウユウエンボウサイシキザイソウコ,,,東京都豊島区目白2-5-10,,35.721,139.71214,,,,,,,,,,,,
131164,249,東京都,豊島区,染井まちづくりセンター,ソメイマチヅクリセンター,,,東京都豊島区駒込6-29-6,,35.74108,139.74142,,,,,,,,,,,,
131164,250,東京都,豊島区,上池袋第1まちづくりセンター,カミイケブクロダイ1マチヅクリセンター,,,東京都豊島区上池袋2-26-7,,35.73595,139.71562,,,,,,,,,,,,
131164,251,東京都,豊島区,上池袋第２まちづくりセンター,カミイケブクロダイ2マチヅクリセンター,,,東京都豊島区上池袋4-40-12,,35.74271,139.71883,,,,,,,,,,,,
131164,252,東京都,豊島区,東池袋４・５丁目まちづくりセンター,ヒガシイケブクロ4・5チョウメマチヅクリセンター,,,東京都豊島区東池袋5-13-8,,35.72575,139.72249,,,,,,,,,,,,
131164,253,東京都,豊島区,としま区民センター,トシマクミンセンター,,,東京都豊島区東池袋1-20-10,,35.73116,139.7157,,,,,,,,,,,,
131164,254,東京都,豊島区,としま産業振興プラザ,トシマサンギョウシンコウプラザ,,,東京都豊島区西池袋2-37-4,,35.72791,139.70682,,,,,,,,,,,,
131164,255,東京都,豊島区,としまスタートアップオフィス,トシマスタートアップオフィス,,,東京都豊島区西池袋2-37-4,,35.72791,139.70682,,,,,,,,,,,,
131164,256,東京都,豊島区,トキワ荘通りお休み処,トキワソウドオリオヤスミドコロ,,,東京都豊島区南長崎2-3-2,,35.7238,139.68903,,,,,,,,,,,,
131164,257,東京都,豊島区,雑司が谷案内処（豊島区雑司が谷情報ステーション）,ゾウシガヤアンナイドコロ(トシマクゾウシガヤジョウホウステーション),,,東京都豊島区雑司が谷3-19-5,,35.72155,139.71494,,,,,,,,,,,,
131164,258,東京都,豊島区,トキワ荘マンガミュージアム,トキワソウマンガミュージアム,,,東京都豊島区南長崎3-9-22,,35.7243,139.68665,,,,,,,,,,,,
131164,259,東京都,豊島区,旧丹羽邸蔵,キュウニワテイクラ,,,東京都豊島区駒込3-12-8,,35.73767,139.74234,,,,,,,,,,,,
131164,260,東京都,豊島区,鈴木信太郎記念館,スズキシンタロウキネンカン,,,東京都豊島区東池袋5-52-3,,35.72607,139.72905,,,,,,,,,,,,
131164,261,東京都,豊島区,雑司が谷旧宣教師館,ゾウシガヤキュウセンキョウシカン,,,東京都豊島区雑司が谷1-25-5,,35.72072,139.7205,,,,,,,,,,,,
131164,262,東京都,豊島区,巣鴨埋蔵文化財倉庫,スガモマイゾウブンカザイソウコ,,,東京都豊島区巣鴨3-8-7,,35.73415,139.73347,,,,,,,,,,,,
131164,263,東京都,豊島区,飯能倉庫,ハンノウソウコ,,,埼玉県飯能市飯能1000-8,,35.86802,139.31142,,,,,,,,,,,,
131164,264,東京都,豊島区,熊谷守一美術館,クマガイモリカズビジュツカン,,,東京都豊島区千早2-27-6,,35.73394,139.69102,,,,,,,,,,,,
131164,265,東京都,豊島区,芸術文化劇場,ゲイジュツブンカゲキジョウ,,,東京都豊島区東池袋1-19,,35.73191,139.71573,,,,,,,,,,,,
131164,266,東京都,豊島区,舞台芸術交流センター,ブタイゲイジュツコウリュウセンター,,,東京都豊島区東池袋4-5-2,,35.7267,139.71896,,,,,,,,,,,,
131164,267,東京都,豊島区,池袋西口公園舞台棟,イケブクロニシグチコウエンブタイトウ,,,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,,,,,
131164,268,東京都,豊島区,池袋西口公園グローバルリングカフェ・トイレ,イケブクロニシグチコウエングローバルリングカフェ・トイレ,,,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,,,,,
131164,269,東京都,豊島区,郷土資料館,キョウドシリョウカン,,,東京都豊島区西池袋2-37-4,,35.72791,139.70682,,,,,,,,,,,,
131164,270,東京都,豊島区,郷土資料館高田倉庫,キョウドシリョウカンタカダソウコ,,,東京都豊島区高田2-11-2,,35.71572,139.71443,,,,,,,,,,,,
131164,271,東京都,豊島区,みらい館大明,ミライカンタイメイ,,,東京都豊島区池袋3-30-8,,35.73549,139.70486,,,,,,,,,,,,
131164,272,東京都,豊島区,ぞうしがや こどもステーション,ゾウシガヤ コドモステーション,,,東京都豊島区雑司が谷3-1-7,,35.71957,139.71385,,,,,,,,,,,,
131164,273,東京都,豊島区,駒込地域文化創造館,コマゴメチイキブンカソウゾウカン,,,東京都豊島区駒込2-2-4,,35.73686,139.74675,,,,,,,,,,,,
131164,274,東京都,豊島区,巣鴨地域文化創造館,スガモチイキブンカソウゾウカン,,,東京都豊島区巣鴨4-15-11,,35.73743,139.73161,,,,,,,,,,,,
131164,275,東京都,豊島区,南大塚地域文化創造館,ミナミオオツカチイキブンカソウゾウカン,,,東京都豊島区南大塚2-36-1から2,,35.72909,139.72986,,,,,,,,,,,,
131164,276,東京都,豊島区,雑司が谷地域文化創造館,ゾウシガヤチイキブンカソウゾウカン,,,東京都豊島区雑司が谷3-1-7,,35.71957,139.71385,,,,,,,,,,,,
131164,277,東京都,豊島区,千早地域文化創造館多目的ホール,チハヤチイキブンカソウゾウカンタモクテキホール,,,東京都豊島区千早2-39-16,,35.73556,139.69102,,,,,,,,,,,,
131164,278,東京都,豊島区,千早地域文化創造館,チハヤチイキブンカソウゾウカン,,,東京都豊島区千早2-35-12,,35.73513,139.68858,,,,,,,,,,,,
131164,279,東京都,豊島区,巣鴨体育館,スガモタイイクカン,,,東京都豊島区巣鴨3-8-7,,35.73415,139.73347,,,,,,,,,,,,
131164,280,東京都,豊島区,池袋スポーツセンター,イケブクロスポーツセンター,,,東京都豊島区上池袋2-5-1,,35.7348,139.71475,,,,,,,,,,,,
131164,281,東京都,豊島区,雑司が谷体育館,ゾウシガヤタイイクカン,,,東京都豊島区雑司が谷3-1-7,,35.71957,139.71385,,,,,,,,,,,,
131164,282,東京都,豊島区,南長崎中央公園スポーツセンター,ミナミナガサキチュウオウコウエンスポーツセンター,,,東京都豊島区南長崎4-13-5,,35.72449,139.68369,,,,,,,,,,,,
131164,283,東京都,豊島区,豊島体育館,トシマタイイクカン,,,東京都豊島区要町3-47-8,,35.73994,139.68948,,,,,,,,,,,,
131164,284,東京都,豊島区,西巣鴨体育場,ニシスガモタイイクジョウ,,,東京都豊島区西巣鴨4-22-19,,35.74472,139.73116,,,,,,,,,,,,
131164,285,東京都,豊島区,総合体育場,ソウゴウタイイクジョウ,,,東京都豊島区東池袋4-41-30,,35.72938,139.72264,,,,,,,,,,,,
131164,286,東京都,豊島区,三芳グランド,ミヨシグランド,,,埼玉県入間郡三芳町上富382-1,,35.82965,139.5123,,,,,,,,,,,,
131164,287,東京都,豊島区,荒川野球場,アラカワヤキュウジョウ,,,東京都板橋区新河岸3荒川河川敷,,35.7968,139.65254,,,,,,,,,,,,
131164,288,東京都,豊島区,駒込図書館,コマゴメトショカン,,,東京都豊島区駒込2-2-2,,35.73686,139.74675,,,,,,,,,,,,
131164,289,東京都,豊島区,巣鴨図書館,スガモトショカン,,,東京都豊島区巣鴨3-8-2,,35.73415,139.73347,,,,,,,,,,,,
131164,290,東京都,豊島区,上池袋図書館,カミイケブクロトショカン,,,東京都豊島区上池袋2-45-15,,35.73846,139.71704,,,,,,,,,,,,
131164,291,東京都,豊島区,中央図書館,チュウオウトショカン,,,東京都豊島区東池袋4-5-2,,35.7267,139.71896,,,,,,,,,,,,
131164,292,東京都,豊島区,池袋図書館,イケブクロトショカン,,,東京都豊島区池袋3-29-10,,35.7357,139.70578,,,,,,,,,,,,
131164,293,東京都,豊島区,目白図書館,メジロトショカン,,,東京都豊島区目白4-31-8,,35.72601,139.69933,,,,,,,,,,,,
131164,294,東京都,豊島区,千早図書館,チハヤトショカン,,,東京都豊島区千早2-44-2,,35.73575,139.68839,,,,,,,,,,,,
131164,295,東京都,豊島区,旧第十中学校,キュウダイジュウチュウガッコウ,,,東京都豊島区千早4-8-19,,35.73808,139.68181,,,,,,,,,,,,
131164,296,東京都,豊島区,旧竹岡健康学園,キュウタケオカケンコウガクエン,,,千葉県富津市竹岡380,,35.18702,139.86652,,,,,,,,,,,,
131164,297,東京都,豊島区,旧朝日中学校,キュウアサヒチュウガッコウ,,,東京都豊島区西巣鴨4-9-1,,35.74346,139.72948,,,,,,,,,,,,
131164,298,東京都,豊島区,旧真和中学校,キュウシンワチュウガッコウ,,,東京都豊島区目白5-24-12,,35.72531,139.69717,,,,,,,,,,,,
131164,299,東京都,豊島区,旧高松第一保育園,キュウタカマツダイイチホイクエン,,,東京都豊島区高松3-10-7,,35.74176,139.6962,,,,,,,,,,,,
