全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,大区分,小区分,担当課
131083,131083000331,江東区,江東区立塩浜二丁目児童遊園,コウトウクリツシオハマニチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区塩浜2-26-4,東京都,江東区,塩浜2丁目,26-4,,35.664774,139.816386,,,(03)5683-5581,,,,,1350043,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000332,江東区,江東区立枝川橋第四児童遊園,コウトウクリツエダガワバシヨンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区枝川1-3-1,東京都,江東区,枝川1丁目,3-1,,35.657542,139.805000,,,(03)5683-5581,,,,,1350051,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000333,江東区,江東区立朝日児童遊園,コウトウクリツアサヒジドウユウエン,,,1003a,,,131083,,東京都江東区枝川1-12-7,東京都,江東区,枝川1丁目,12-7,,35.655453,139.805526,,,(03)5683-5581,,,,,1350051,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000334,江東区,江東区立枝川橋児童遊園,コウトウクリツエダガワバシジドウユウエン,,,1003a,,,131083,,東京都江東区枝川1-14-21,東京都,江東区,枝川1丁目,14-21,,35.657275,139.805183,,,(03)5683-5581,,,,,1350051,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000335,江東区,江東区立枝川橋第二児童遊園,コウトウクリツエダガワバシダイニジドウユウエン,,,1003a,,,131083,,東京都江東区枝川2-18-2,東京都,江東区,枝川2丁目,18-2,,35.657653,139.805732,,,(03)5683-5581,,,,,1350051,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000336,江東区,江東区立枝川橋第三児童遊園,コウトウクリツエダガワバシダイサンジドウユウエン,,,1003a,,,131083,,東京都江東区枝川2-4-17,東京都,江東区,枝川2丁目,4-17,,35.657886,139.805504,,,(03)5683-5581,,,,,1350051,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000337,江東区,江東区立豊洲四丁目児童遊園,コウトウクリツトヨスヨンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区豊洲4-10-1,東京都,江東区,豊洲4丁目,10-1,,35.652313,139.802398,,,(03)5683-5581,,,,,1350061,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000338,江東区,江東区立有明二丁目児童遊園,コウトウクリツアリアケニチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区有明2-1-32,東京都,江東区,有明2丁目,1-32,,35.638507,139.796266,,,(03)5683-5581,,,,,1350063,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000339,江東区,江東区立暁橋児童遊園,コウトウクリツアカツキバシジドウユウエン,,,1003a,,,131083,,東京都江東区潮見1-2-1,東京都,江東区,潮見1丁目,2-1,,35.658831,139.813875,,,(03)5683-5581,,,,,1350052,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000340,江東区,江東区立潮見児童遊園,コウトウクリツシオミジドウユウエン,,,1003a,,,131083,,東京都江東区潮見1-18-1,東京都,江東区,潮見1丁目,18-1,,35.657517,139.813220,,,(03)5683-5581,,,,,1350052,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000341,江東区,江東区立潮見二丁目児童遊園,コウトウクリツシオミニチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区潮見2-1-1,東京都,江東区,潮見2丁目,1-1,,35.660876,139.817215,,,(03)5683-5581,,,,,1350052,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000342,江東区,江東区立千石児童遊園,コウトウクリツセンゴクジドウユウエン,,,1003a,,,131083,,東京都江東区千石1-7-8,東京都,江東区,千石1丁目,7-8,,35.677855,139.814256,,,(03)5683-5581,,,,,1350015,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000343,江東区,江東区立千石二丁目児童遊園,コウトウクリツセンゴクニチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区千石2-3-25,東京都,江東区,千石2丁目,3-25,,35.678230,139.815400,,,(03)5683-5581,,,,,1350015,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000344,江東区,江東区立千田児童遊園,コウトウクリツセンダジドウユウエン,,,1003a,,,131083,,東京都江東区千田20-5,東京都,江東区,千田,20-5,,35.681399,139.816864,,,(03)5683-5581,,,,,1350013,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000345,江東区,江東区立海辺児童遊園,コウトウクリツウミベジドウユウエン,,,1003a,,,131083,,東京都江東区海辺5-14,東京都,江東区,海辺,5-14,,35.679882,139.819233,,,(03)5683-5581,,,,,1350012,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000346,江東区,江東区立扇橋一丁目児童遊園,コウトウクリツオウギバシイッチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区扇橋1-20-9,東京都,江東区,扇橋1丁目,20-9,,35.683451,139.810788,,,(03)5683-5581,,,,,1350011,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000347,江東区,江東区立猿江橋児童遊園,コウトウクリツサルエバシジドウユウエン,,,1003a,,,131083,,東京都江東区猿江1-1-2；猿江1-15-9；森下5-12-13；森下5-13-1,東京都,江東区,猿江1丁目,1-2 ；猿江1-15-9；森下5-12-13；森下5-13-1,,35.686030,139.809890,,,(03)5683-5581,,,,,1350003,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000348,江東区,江東区立小松橋際児童遊園,コウトウクリツコマツバシキワジドウユウエン,,,1003a,,,131083,,東京都江東区猿江1-5-18,東京都,江東区,猿江1丁目,5-18,,35.684864,139.812330,,,(03)5683-5581,,,,,1350003,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000349,江東区,江東区立住吉一丁目児童遊園,コウトウクリツスミヨシイッチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区住吉1-1-2,東京都,江東区,住吉1丁目,1-2,,35.688438,139.809714,,,(03)5683-5581,,,,,1350002,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000350,江東区,江東区立清水橋児童遊園,コウトウクリツシミズバシジドウユウエン,,,1003a,,,131083,,東京都江東区毛利2-13-43,東京都,江東区,毛利2丁目,13-43,,35.692288,139.819246,,,(03)5683-5581,,,,,1350001,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000351,江東区,江東区立舟木橋第一児童遊園,コウトウクリツフナキバシダイイチジドウユウエン,,,1003a,,,131083,,東京都江東区木場2-21-1,東京都,江東区,木場2丁目,21-1,,35.669293,139.804654,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000352,江東区,江東区立舟木橋第二児童遊園,コウトウクリツフナキバシダイニジドウユウエン,,,1003a,,,131083,,東京都江東区木場2-18-14,東京都,江東区,木場2丁目,18-14,,35.669677,139.804799,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000353,江東区,江東区立舟木橋第三児童遊園,コウトウクリツフナキバシダイサンジドウユウエン,,,1003a,,,131083,,東京都江東区木場2-2-1,東京都,江東区,木場2丁目,2-1,,35.669311,139.804236,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000354,江東区,江東区立舟木橋第四児童遊園,コウトウクリツフナキバシダイヨンジドウユウエン,,,1003a,,,131083,,東京都江東区木場2-7-20,東京都,江東区,木場2丁目,7-20,,35.669671,139.804272,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000355,江東区,江東区立木場二丁目児童遊園,コウトウクリツキバニチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区木場2-10-1先,東京都,江東区,木場2丁目,10-1 先,,35.670680,139.802670,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000356,江東区,江東区立鉄道堀児童遊園,コウトウクリツテツドウボリジドウユウエン,,,1003a,,,131083,,東京都江東区木場3-13-8,東京都,江東区,木場3丁目,13-8,,35.674520,139.803600,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000357,江東区,江東区立沢海橋第一児童遊園,コウトウクリツサワウミバシダイイチジドウユウエン,,,1003a,,,131083,,東京都江東区木場5-12-1,東京都,江東区,木場5丁目,12-1,,35.669548,139.808543,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000358,江東区,江東区立沢海橋第二児童遊園,コウトウクリツサワウミバシダイニジドウユウエン,,,1003a,,,131083,,東京都江東区東陽3-8-11,東京都,江東区,東陽3丁目,8-11,,35.669509,139.808997,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000359,江東区,江東区立木場六丁目児童遊園,コウトウクリツキバロクチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区木場6-13-7,東京都,江東区,木場6丁目,13-7,,35.668239,139.807836,,,(03)5683-5581,,,,,1350042,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000360,江東区,江東区立東陽一丁目南児童遊園,コウトウクリツトウヨウイッチョウメミナミジドウユウエン,,,1003a,,,131083,,東京都江東区東陽1-1-4,東京都,江東区,東陽1丁目,1-4,,35.665608,139.808831,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000361,江東区,江東区立東陽一丁目児童遊園,コウトウクリツトウヨウイッチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区東陽1-7-5,東京都,江東区,東陽1丁目,7-5,,35.667515,139.809166,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000362,江東区,江東区立南開橋第一児童遊園,コウトウクリツナンカイバシダイイチジドウユウエン,,,1003a,,,131083,,東京都江東区東陽1-19-11先,東京都,江東区,東陽1丁目,19-11 先,,35.665916,139.811021,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000363,江東区,江東区立南開橋第二児童遊園,コウトウクリツナンカイバシダイニジドウユウエン,,,1003a,,,131083,,東京都江東区東陽1-21-5先,東京都,江東区,東陽1丁目,21-5 先,,35.665922,139.811253,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000364,江東区,江東区立東陽児童遊園,コウトウクリツトウヨウジドウユウエン,,,1003a,,,131083,,東京都江東区東陽3-8-6,東京都,江東区,東陽3丁目,8-6,,35.670163,139.809256,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000365,江東区,江東区立東陽四丁目児童遊園,コウトウクリツトウヨウヨンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区東陽4-4-9,東京都,江東区,東陽4丁目,4-9,,35.670244,139.817273,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000366,江東区,江東区立東陽西児童遊園,コウトウクリツトウヨウニシジドウユウエン,,,1003a,,,131083,,東京都江東区東陽5-5-10,東京都,江東区,東陽5丁目,5-10,,35.671433,139.809673,,,(03)5683-5581,,,,,1350016,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000367,江東区,江東区立かめ・うさぎ児童遊園,コウトウクリツカメウサギジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸2-21-13,東京都,江東区,亀戸2丁目,21-13,,35.697851,139.824492,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000368,江東区,江東区立亀戸三丁目児童遊園,コウトウクリツカメイドサンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸3-12-10,東京都,江東区,亀戸3丁目,12-10,,35.704172,139.819422,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000369,江東区,江東区立亀戸三丁目第二児童遊園,コウトウクリツカメイドサンチョウメダイニジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸3-10-1,東京都,江東区,亀戸3丁目,10-1,,35.703051,139.819476,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000370,江東区,江東区立亀戸四丁目児童遊園,コウトウクリツカメイドヨンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸4-16-9,東京都,江東区,亀戸4丁目,16-9,,35.701565,139.827446,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000371,江東区,江東区立亀戸六丁目児童遊園,コウトウクリツカメイドロクチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸6-54-2,東京都,江東区,亀戸6丁目,54-2,,35.696603,139.832204,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000372,江東区,江東区立亀戸七丁目児童遊園,コウトウクリツカメイドナナチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸7-48-1,東京都,江東区,亀戸7丁目,48-1,,35.695509,139.834861,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000373,江東区,江東区立八千代児童遊園,コウトウクリツヤチヨジドウユウエン,,,1003a,,,131083,,東京都江東区亀戸8-6-6,東京都,江東区,亀戸8丁目,6-6,,35.699560,139.833755,,,(03)5683-5581,,,,,1360071,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000374,江東区,江東区立黎明児童遊園,コウトウクリツレイメイジドウユウエン,,,1003a,,,131083,,東京都江東区大島1-34-19,東京都,江東区,大島1丁目,34-19,,35.687548,139.825845,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000375,江東区,江東区立大島三丁目西児童遊園,コウトウクリツオオジマサンチョウメニシジドウユウエン,,,1003a,,,131083,,東京都江東区大島3-8-3,東京都,江東区,大島3丁目,8-3,,35.692146,139.828458,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000376,江東区,江東区立大島三丁目児童遊園,コウトウクリツオオジマサンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区大島3-31-15,東京都,江東区,大島3丁目,31-15,,35.689605,139.831208,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000377,江東区,江東区立大島五丁目児童遊園,コウトウクリツオオジマゴチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区大島5-17-6,東京都,江東区,大島5丁目,17-6,,35.688139,139.834243,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000378,江東区,江東区立大島六丁目第二児童遊園,コウトウクリツオオジマロクチョウメダイニジドウユウエン,,,1003a,,,131083,,東京都江東区大島6-15-5,東京都,江東区,大島6丁目,15-5,,35.691073,139.835637,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000379,江東区,江東区立東大島児童遊園,コウトウクリツヒガシオオジマジドウユウエン,,,1003a,,,131083,,東京都江東区大島7-24-16,東京都,江東区,大島7丁目,24-16,,35.690815,139.840628,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000380,江東区,江東区立子安児童遊園,コウトウクリツコヤスジドウユウエン,,,1003a,,,131083,,東京都江東区大島8-19-12,東京都,江東区,大島8丁目,19-12,,35.687856,139.841185,,,(03)5683-5581,,,,,1360072,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000381,江東区,江東区立北砂一丁目児童遊園,コウトウクリツキタスナイッチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区北砂1-15-13,東京都,江東区,北砂1丁目,15-13,,35.678709,139.825008,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000382,江東区,江東区立北砂一丁目第二児童遊園,コウトウクリツキタスナイッチョウメダイニジドウユウエン,,,1003a,,,131083,,東京都江東区北砂1-3-17,東京都,江東区,北砂1丁目,3-17,,35.684670,139.822570,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000383,江東区,江東区立北砂三丁目児童遊園,コウトウクリツキタスナサンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区北砂3-5-17,東京都,江東区,北砂3丁目,5-17,,35.685199,139.828850,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000384,江東区,江東区立北砂四丁目児童遊園,コウトウクリツキタスナヨンチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区北砂4-12-11,東京都,江東区,北砂4丁目,12-11,,35.677998,139.829932,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000385,江東区,江東区立亀高児童遊園,コウトウクリツカメタカジドウユウエン,,,1003a,,,131083,,東京都江東区北砂4-22-30,東京都,江東区,北砂4丁目,22-30,,35.678284,139.831877,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000386,江東区,江東区立北砂四丁目第二児童遊園,コウトウクリツキタスナヨンチョウメダイニジドウユウエン,,,1003a,,,131083,,東京都江東区北砂4-28-9,東京都,江東区,北砂4丁目,28-9,,35.678983,139.833126,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
131083,131083000387,江東区,江東区立丸八児童遊園,コウトウクリツマルハチジドウユウエン,,,1003a,,,131083,,東京都江東区北砂6-16-12,東京都,江東区,北砂6丁目,16-12,,35.685413,139.837562,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,備考 公衆便所有,公園・河川,児童遊園,河川公園課
131083,131083000388,江東区,江東区立北砂七丁目児童遊園,コウトウクリツキタスナナナチョウメジドウユウエン,,,1003a,,,131083,,東京都江東区北砂7-2-30,東京都,江東区,北砂7丁目,2-30,,35.677875,139.835229,,,(03)5683-5581,,,,,1360073,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/jidokoen/index.html,,,,公園・河川,児童遊園,河川公園課
