都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
131105,127,東京都,目黒区,祐天寺保育園,ユウテンジホイクエン,,1402a,東京都目黒区祐天寺 1-10-9,,35.639071,139.694871,03-3719-5263,,1.00E+12,目黒区,,,,,,,,
131105,128,東京都,目黒区,中央町保育園,チュウオウチョウホイクエン,,1402a,東京都目黒区中央町 2-30-7,,35.632203,139.688411,03-3719-5843,,1.00E+12,目黒区,,,,,,,,
131105,129,東京都,目黒区,目黒本町保育園,メグロホンチョウホイクエン,,1402a,東京都目黒区目黒本町 2-1-20,,35.625223,139.695225,03-3792-6327,,1.00E+12,目黒区,,,,,,,,
131105,130,東京都,目黒区,原町保育園,ハラマチホイクエン,,1402a,東京都目黒区原町 1-20-16,,35.617916,139.695253,03-3712-4119,,1.00E+12,目黒区,,,,,,,,
131105,131,東京都,目黒区,南保育園,ミナミホイクエン,,1402a,東京都目黒区南 1-18-30,,35.613591,139.689087,03-3717-5177,,1.00E+12,目黒区,,,,,,,,
131105,132,東京都,目黒区,ひもんや保育園,ヒモンヤホイクエン,,1402a,東京都目黒区碑文谷 2-8-9,,35.622693,139.687747,03-3712-1035,,1.00E+12,目黒区,,,,,,,,
131105,133,東京都,目黒区,第三ひもんや保育園,ダイサンヒモンヤホイクエン,,1402a,東京都目黒区碑文谷 5-15-19,,35.621515,139.681151,03-3716-8391,,1.00E+12,目黒区,,,,,,,,
131105,134,東京都,目黒区,鷹番保育園,タカバンホイクエン,,1402a,東京都目黒区鷹番 2-16-15,,35.628367,139.687073,03-3710-1219,,1.00E+12,目黒区,,,,,,,,
131105,135,東京都,目黒区,大岡山保育園,オオオカヤマホイクエン,,1402a,東京都目黒区大岡山 1-36-10,,35.610197,139.680396,03-3724-1544,,1.00E+12,目黒区,,,,,,,,
131105,136,東京都,目黒区,八雲保育園,ヤクモホイクエン,,1402a,東京都目黒区八雲 3-10-18,,35.615618,139.668077,03-3718-4084,,1.00E+12,目黒区,,,,,,,,
131105,137,東京都,目黒区,駒場児童館,コマバジドウカン,,1403a,東京都目黒区駒場 2-7-5,,35.658766,139.682028,03-3460-0453,,1.00E+12,目黒区,,,,,,,,
131105,138,東京都,目黒区,東山児童館,ヒガシヤマジドウカン,,1403a,東京都目黒区東山 3-24-2,,35.64787,139.685397,03-3791-4613,,1.00E+12,目黒区,,,,,,,,
131105,139,東京都,目黒区,烏森住区センター児童館,カラスモリジュウクセンタージドウカン,,1403a,東京都目黒区上目黒 3-44-2,,35.643932,139.691644,03-3719-0903,,1.00E+12,目黒区,,,,,,,,
131105,140,東京都,目黒区,中目黒住区センター児童館,ナカメグロジュウクセンタージドウカン,,1403a,東京都目黒区中目黒 2-10-13,中目黒スクエア内,35.640452,139.703029,03-5721-8578,,1.00E+12,目黒区,,,,,,,,
131105,141,東京都,目黒区,目黒区民センター児童館,メグロクミンセンタージドウカン,,1403a,東京都目黒区目黒 2-4-36,,35.635453,139.707868,03-3711-1839,,1.00E+12,目黒区,,,,,,,,
131105,142,東京都,目黒区,不動児童館,フドウジドウカン,,1403a,東京都目黒区下目黒 5-18-4,,35.630206,139.702321,03-3714-4144,,1.00E+12,目黒区,,,,,,,,
131105,143,東京都,目黒区,油面住区センター児童館,アブラメンジュウクセンタージドウカン,,1403a,東京都目黒区中町 1-6-23,,35.631375,139.699785,03-3713-1809,,1.00E+12,目黒区,,,,,,,,
131105,144,東京都,目黒区,上目黒住区センター児童館,カミメグロジュウクセンタージドウカン,,1403a,東京都目黒区祐天寺 2-6-6,,35.637083,139.693766,03-3793-1103,,1.00E+12,目黒区,,,,,,,,
131105,145,東京都,目黒区,五本木住区センター児童館,ゴホンギジュウクセンタージドウカン,,1403a,東京都目黒区中央町 2-17-2,,35.633039,139.689258,03-3792-9130,,1.00E+12,目黒区,,,,,,,,
131105,146,東京都,目黒区,中央町児童館,チュウオウチョウジドウカン,,1403a,東京都目黒区中央町 2-32-5,スマイルプラザ中央町内,35.631511,139.688775,03-3714-6300,,1.00E+12,目黒区,,,,,,,,
131105,147,東京都,目黒区,向原住区センター児童館,ムカイハラジュウクセンタージドウカン,,1403a,東京都目黒区目黒本町 5-22-11,,35.618716,139.6986,03-3794-5841,,1.00E+12,目黒区,,,,,,,,
131105,148,東京都,目黒区,原町住区センター児童館,ハラマチジュウクセンタージドウカン,,1403a,東京都目黒区南 1-8-9,,35.615151,139.689363,03-3724-8088,,1.00E+12,目黒区,,,,,,,,
131105,149,東京都,目黒区,平町児童館,タイラマチジドウカン,,1403a,東京都目黒区平町 1-5-3,,35.617203,139.682199,03-3723-3750,,1.00E+12,目黒区,,,,,,,,
131105,150,東京都,目黒区,緑が丘児童館,ミドリガオカジドウカン,,1403a,東京都目黒区緑が丘 2-7-20,緑が丘コミュニティセンター別館内,35.60942,139.674428,03-3718-1182,,1.00E+12,目黒区,,,,,,,,
131105,151,東京都,目黒区,八雲住区センター児童館,ヤクモジュウクセンタージドウカン,,1403a,東京都目黒区八雲 1-10-5,,35.618715,139.672271,03-3718-0841,,1.00E+12,目黒区,,,,,,,,
131105,152,東京都,目黒区,駒場小学校内学童保育クラブ,コマバショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区駒場３－１１－１３,,35.65944805,139.6815471,03-3467-2801,,1.02E+12,株式会社マミー・インターナショナル,,,,,,,,
131105,153,東京都,目黒区,東山児童館学童保育クラブ,ヒガシヤマジドウカンガクドウホイククラブ,,1404a,東京都目黒区東山３－２４－２,,35.6480476,139.6855909,03-3791-4614,,1.00E+12,目黒区,,,,,,,,
131105,154,東京都,目黒区,東山児童館第二学童保育クラブ,ヒガシヤマジドウカンダイニガクドウホイククラブ,,1404a,東京都目黒区東山３－２４－２,,35.6480476,139.6855909,03-5721-3370,,1.00E+12,目黒区,,,,,,,,
131105,155,東京都,目黒区,東山児童館第三学童保育クラブ,ヒガシヤマジドウカンダイサンガクドウホイククラブ,,1404a,東京都目黒区東山３－２４－２,,35.6480476,139.6855909,03-3711-8621,,1.00E+12,目黒区,,,,,,,,
131105,156,東京都,目黒区,菅刈小学校内学童保育クラブ,スゲカリショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区青葉台３－３－２６,,35.65130588,139.6922424,03-3461-6151,,1.02E+12,株式会社マミー・インターナショナル,,,,,,,,
131105,157,東京都,目黒区,菅刈学童保育クラブ,スゲカリガクドウホイククラブ,,1404a,東京都目黒区青葉台２－１０－１８,,35.64978603,139.6958757,03-3461-7275,,1.00E+12,目黒区,,,,,,,,
131105,158,東京都,目黒区,烏森住区センター児童館学童保育クラブ,カスモリジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区上目黒３－３７－２４,,35.64396967,139.6920223,03-3719-3942,,9.03E+12,社会福祉法人桑の実会,,,,,,,,
131105,159,東京都,目黒区,烏森住区センター児童館第二学童保育クラブ,カスモリジュウクセンタージドウカンダイニガクドウホイククラブ,,1404a,東京都目黒区上目黒５－１８－９,,35.6426763,139.688615,03-3760-2781,,9.03E+12,社会福祉法人桑の実会,,,,,,,,
131105,160,東京都,目黒区,中目黒小学校学童保育クラブ,ナカメグロショウガッコウガクドウホイククラブ,,1404a,東京都目黒区中目黒３-１３－３２,,35.63982816,139.6984866,03-3760-1225,,4.01E+12,株式会社東急キッズベースキャンプ,,,,,,,,
131105,161,東京都,目黒区,中目黒住区センター児童館学童保育クラブ,ナカメグロジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区中目黒２－１０－１３,,35.64036036,139.7029101,03-5721-8579,,1.00E+12,目黒区,,,,,,,,
131105,162,東京都,目黒区,不動児童館学童保育クラブ,フドウジドウカンガクドウホイククラブ,,1404a,東京都目黒区下目黒６－１１－３５,,35.62730844,139.6991913,03-3714-4177,,3.01E+12,株式会社アソシエ・インターナショナル,,,,,,,,
131105,163,東京都,目黒区,下目黒小学校学童保育クラブ,シモメグロショウガッコウガクドウホイククラブ,,1404a,東京都目黒区目黒２－７－９,,35.63379723,139.7095141,03-3491-1050,,4.01E+12,株式会社東急キッズベースキャンプ,,,,,,,,
131105,164,東京都,目黒区,目黒区民センター児童館学童保育クラブ,メグロクミンセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区目黒２－４－３６,,35.63532404,139.7077598,03-3711-1136,,1.00E+12,目黒区,,,,,,,,
131105,165,東京都,目黒区,田道小学校内学童保育クラブ,デンドウショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区目黒１－１５－２８,,35.6377744,139.7090844,03-3711-8603,,1.00E+12,目黒区,,,,,,,,
131105,166,東京都,目黒区,三田学童保育クラブ,ミタガクドウホイククラブ,,1404a,東京都目黒区三田二丁目10番33号,,35.6388647,139.7126608,03-3792-6221,,4.01E+12,株式会社東急キッズベースキャンプ,,,,,,,,
131105,167,東京都,目黒区,油面小学校内学童保育クラブ,アブラメンショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区中町１－５－４,,35.63252327,139.699291,03-3710-8360,,1.00E+12,目黒区,,,,,,,,
131105,168,東京都,目黒区,油面住区センター児童館学童保育クラブ,アブラメンジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区中町１－６－２３,,35.63130947,139.6996502,03-3713-1636,,1.00E+12,目黒区,,,,,,,,
131105,169,東京都,目黒区,上目黒住区センター児童館学童保育クラブ,カミメグロジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区祐天寺２－６－６,,35.63707879,139.6940585,03-3793-1104,,1.00E+12,目黒区,,,,,,,,
131105,170,東京都,目黒区,五本木住区センター児童館学童保育クラブ,ゴホンギジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区中央町２－１７－２,,35.63340851,139.6893206,03-3792-9144,,1.00E+12,目黒区,,,,,,,,
131105,171,東京都,目黒区,鷹番学童保育クラブ,タカバンガクドウホイククラブ,,1404a,東京都目黒区碑文谷６－２－２３,,35.62620451,139.6851543,03-5721-3390,,1.00E+12,目黒区,,,,,,,,
131105,172,東京都,目黒区,中央町児童館学童保育クラブ,チュウオウチョウジドウカンガクドウホイククラブ,,1404a,東京都目黒区中央町２－３２－５,,35.63173482,139.6886281,03-3714-6302,,1.01E+12,社会福祉法人雲柱社,,,,,,,,
131105,173,東京都,目黒区,月光原小学校内学童保育クラブ,ゲッコウハラショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区目黒本町４－１５－３,,35.62288779,139.6954608,03-3712-8935,,4.12E+12,株式会社セリオ,,,,,,,,
131105,174,東京都,目黒区,目黒本町学童保育クラブ,メグロホンチョウガクドウホイククラブ,,1404a,東京都目黒区目黒本町２－１－２０,,35.62548425,139.6952552,03-3792-6328,,1.00E+12,目黒区,,,,,,,,
131105,175,東京都,目黒区,向原小学校内学童保育クラブ,ムカイハラショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区目黒本町６－７－１５,,35.61840589,139.6956236,03-5722-2480,,4.12E+12,株式会社セリオ,,,,,,,,
131105,176,東京都,目黒区,向原住区センター児童館学童保育クラブ,ムカイハラジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区目黒本町５－２２－１１,,35.61855956,139.6985619,03-3794-5842,,1.00E+12,目黒区,,,,,,,,
131105,177,東京都,目黒区,原町小学校内学童保育クラブ,ハラマチショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区原町２－１８－１２,,35.61499054,139.6908648,03-3712-0281,,4.12E+12,株式会社セリオ,,,,,,,,
131105,178,東京都,目黒区,原町住区センター児童館学童保育クラブ,ハラマチジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区南１－８－９,,35.61507069,139.6895955,03-3725-2070,,1.00E+12,目黒区,,,,,,,,
131105,179,東京都,目黒区,ひもんや学童保育クラブ,ヒモンヤガクドウホイククラブ,,1404a,東京都目黒区碑文谷２－８－９,,35.62264873,139.6881379,03-3711-0705,,1.00E+12,目黒区,,,,,,,,
131105,180,東京都,目黒区,平町児童館学童保育クラブ,タイラマチジドウカンガクドウホイククラブ,,1404a,東京都目黒区平町１－５－３,,35.61726352,139.6822977,03-3723-3751,,7.02E+12,ライクアカデミー株式会社,,,,,,,,
131105,181,東京都,目黒区,大岡山学童保育クラブ,オオオカヤマガクドウホイククラブ,,1404a,東京都目黒区平町２－４－１０,,35.61440483,139.6830171,03-3723-8679,,3.01E+12,株式会社アソシエ・インターナショナル,,,,,,,,
131105,182,東京都,目黒区,中根小学校内学童保育クラブ,ナカネショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区緑が丘１－１－１,,35.61287711,139.6789003,03-3724-9430,,7.02E+12,ライクアカデミー株式会社,,,,,,,,
131105,183,東京都,目黒区,緑が丘児童館学童保育クラブ,ミドリガオカジドウカンガクドウホイククラブ,,1404a,東京都目黒区緑が丘２－７－２０,,35.60963012,139.6744273,03-3718-1183,,1.00E+12,目黒区,,,,,,,,
131105,184,東京都,目黒区,八雲小学校内学童保育クラブ,ヤクモショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区八雲２－５－１,,35.61847241,139.6717152,03-3718-2021,,4.12E+12,株式会社セリオ,,,,,,,,
131105,185,東京都,目黒区,八雲住区センター児童館学童保育クラブ,ヤクモジュウクセンタージドウカンガクドウホイククラブ,,1404a,東京都目黒区八雲１－１０－５,,35.61857961,139.6725543,03-3725-9454,,1.00E+12,目黒区,,,,,,,,
131105,186,東京都,目黒区,宮前小学校内学童保育クラブ,ミヤマエショウガッコウナイガクドウホイククラブ,,1404a,東京都目黒区八雲３－１３－２１,,35.61538726,139.6663614,03-3723-5010,,3.01E+12,株式会社アソシエ・インターナショナル,,,,,,,,
131105,187,東京都,目黒区,東根学童保育クラブ,ヒガシネガクドウホイククラブ,,1404a,東京都目黒区東が丘１－２０－１,,35.6274275,139.6684013,03-5486-8300,,6.01E+12,社会福祉法人白樺会,,,,,,,,
131105,188,東京都,目黒区,東根第二学童保育クラブ,ヒガシネダイニガクドウホイククラブ,,1404a,東京都目黒区東が丘１－３１－７,,35.62982292,139.667169,03-3795-3121,,6.01E+12,社会福祉法人白樺会,,,,,,,,
131105,189,東京都,目黒区,子育て総合相談窓口,コソダテソウゴウソウダンマドグチ,,1404a,東京都目黒区上目黒 2-19-15,総合庁舎別館2階,35.641263,139.698591,03-3715-2641,,1.00E+12,目黒区,,,,,,,,
131105,190,東京都,目黒区,ほ・ねっとひろば,ホ・ネットヒロバ,,1404a,東京都目黒区上目黒 2-19-15,総合庁舎別館2階,35.641263,139.698591,03-5722-9392,,1.00E+12,目黒区,,,,,,,,
131105,191,東京都,目黒区,子どもの権利擁護相談室（めぐろはあとねっと）,コドモノケンリヨウゴソウダンシツ（メグロハアトネット）,,1404a,東京都目黒区上目黒 2-19-15,総合庁舎別館2階,35.641263,139.698591,0120-324-810,,1.00E+12,目黒区,,,,,,,,
131105,192,東京都,目黒区,目黒区保健所,メグロクホケンジョ,,1606a,東京都目黒区上目黒 2-19-15,,35.641263,139.698591,03-3715-1111,,1.00E+12,目黒区,,,,,,,,
131105,193,東京都,目黒区,碑文谷保健センター,ヒモンヤホケンセンター,,1606a,東京都目黒区碑文谷 4-16-18,,35.621379,139.682498,03-3711-6446,,1.00E+12,目黒区,,,,,,,,
131105,194,東京都,目黒区,目黒区清掃事務所,メグロクセイソウジムショ,,1399a,東京都目黒区目黒本町 2-13-19,,35.625142,139.692135,03-3719-5345,,1.00E+12,目黒区,,,,,,,,
131105,195,東京都,目黒区,目黒区清掃事業所,メグロクセイソウジギョウショ,,1399a,東京都目黒区中目黒 4-1-2,,35.638841,139.703383,03-3794-6141,,1.00E+12,目黒区,,,,,,,,
131105,196,東京都,目黒区,道路公園サービス事務所,ドウロコウエンサービスジムショ,,1399a,東京都目黒区中央町1-9-7,,35.629261,139.692337,03-3711-6825,,1.00E+12,目黒区,,,,,・目黒地域サービス係：電話：03-3711-6825・碑文谷地域サービス係：電話：03-5721-7287,,,
131105,197,東京都,目黒区,防災センター,ボウサイセンター,,1399a,東京都目黒区中央町1-9-7,,35.629261,139.692337,03-5723-8700,,1.00E+12,目黒区,,,,,電話 03-5723-8700、03-5723-8488、03-5723-8176,,,
131105,198,東京都,目黒区,松見坂公園,マツミサカコウエン,,1003a,東京都目黒区駒場1-20-9,,35.65543,139.687302,,,1.00E+12,目黒区,,,,,,,,
131105,199,東京都,目黒区,駒場野公園,コマバノコウエン,,1003a,東京都目黒区駒場2-19-70,,35.65918,139.680984,,,1.00E+12,目黒区,,,,,,,,
131105,200,東京都,目黒区,駒場三丁目もちの木公園,コマバサンチョウメモチノキコウエン,,1003a,東京都目黒区駒場3-2-20,,35.657768,139.689224,,,1.00E+12,目黒区,,,,,,,,
131105,201,東京都,目黒区,駒場公園,コマバコウエン,,1003a,東京都目黒区駒場4-3-55,,35.663353,139.679703,,,1.00E+12,目黒区,,,,,,,,
131105,202,東京都,目黒区,西郷山公園,サイゴウヤマコウエン,,1003a,東京都目黒区青葉台2-10-28,,35.650314,139.695007,,,1.00E+12,目黒区,,,,,,,,
131105,203,東京都,目黒区,菅刈公園,スゲカリコウエン,,1003a,東京都目黒区青葉台2-11-25,,35.650219,139.692856,,,1.00E+12,目黒区,,,,,,,,
131105,204,東京都,目黒区,菅刈街かど公園,スゲカリマチカドコウエン,,1003a,東京都目黒区青葉台3-7-13,,35.651505,139.689835,,,1.00E+12,目黒区,,,,,,,,
131105,205,東京都,目黒区,青葉台四丁目街かど公園,アオバダイヨンチョウメマチカドコウエン,,1003a,東京都目黒区青葉台4-4-8,,35.653957,139.692703,,,1.00E+12,目黒区,,,,,,,,
131105,206,東京都,目黒区,大坂緑地,オオサカリョクチ,,1003a,東京都目黒区青葉台4-7-8,,35.653679,139.690598,,,1.00E+12,目黒区,,,,,,,,
131105,207,東京都,目黒区,東山貝塚公園,ヒガシヤマカイヅカコウエン,,1003a,東京都目黒区東山3-16-7,,35.649609,139.685318,,,1.00E+12,目黒区,,,,,,,,
131105,208,東京都,目黒区,東山街かど公園,ヒガシヤママチカドコウエン,,1003a,東京都目黒区東山3-20-1,,35.648453,139.687073,,,1.00E+12,目黒区,,,,,,,,
131105,209,東京都,目黒区,東山公園,ヒガシヤマコウエン,,1003a,東京都目黒区東山3-24-23,,35.647583,139.684448,,,1.00E+12,目黒区,,,,,,,,
131105,210,東京都,目黒区,目黒天空庭園,メグロテンクウテイエン,,1003a,東京都目黒区大橋1-9-2,,35.651535,139.688019,,,1.00E+12,目黒区,,,,,,,,
131105,211,東京都,目黒区,氷川さくら公園,ヒカワサクラコウエン,,1003a,東京都目黒区大橋2-22-38,,35.652386,139.684769,,,1.00E+12,目黒区,,,,,,,,
131105,212,東京都,目黒区,けこぼ坂街かど公園,ケコボサカマチカドコウエン,,1003a,東京都目黒区上目黒2-9-18,,35.64159,139.699722,,,1.00E+12,目黒区,,,,,,,,
131105,213,東京都,目黒区,中目黒しぜんとなかよし公園,ナカメグロシゼントナカヨシコウエン,,1003a,東京都目黒区上目黒2-19-18,,35.640144,139.698486,,,1.00E+12,目黒区,,,,,,,,
131105,214,東京都,目黒区,伊勢脇公園,イセワキコウエン,,1003a,東京都目黒区上目黒2-32-19,,35.639137,139.697006,,,1.00E+12,目黒区,,,,,,,,
131105,215,東京都,目黒区,中目黒駅前街かど公園,ナカメグロエキマエマチカドコウエン,,1003a,東京都目黒区上目黒3-4-2,,35.644211,139.69902,,,1.00E+12,目黒区,,,,,,,,
131105,216,東京都,目黒区,中目黒公園,ナカメグロコウエン,,1003a,東京都目黒区中目黒2-3-14,,35.6412318,139.7051228,,,1.00E+12,目黒区,,,,,,,,
131105,217,東京都,目黒区,中目黒南緑地公園,ナカメグロミナミリョクチコウエン,,1003a,東京都目黒区中目黒4-13-9,,35.636951,139.702637,,,1.00E+12,目黒区,,,,,,,,
131105,218,東京都,目黒区,八幡公園,ヤハタコウエン,,1003a,東京都目黒区中目黒4-15-21,,35.638313,139.702026,,,1.00E+12,目黒区,,,,,,,,
131105,219,東京都,目黒区,なべころ坂緑地公園,ナベコロサカリョクチコウエン,,1003a,東京都目黒区中目黒5-6-5,,35.636456,139.700409,,,1.00E+12,目黒区,,,,,,,,
131105,220,東京都,目黒区,三田丘の上公園,ミタオカノウエコウエン,,1003a,東京都目黒区三田1-4-6,,35.641953,139.716202,,,1.00E+12,目黒区,,,,,,,,
131105,221,東京都,目黒区,三田公園,ミタコウエン,,1003a,東京都目黒区三田2-10-31,,35.639099,139.712509,,,1.00E+12,目黒区,,,,,,,,
131105,222,東京都,目黒区,茶屋坂街かど公園,チャヤサカマチカドコウエン,,1003a,東京都目黒区三田2-15-15,,35.638744,139.708939,,,1.00E+12,目黒区,,,,,,,,
131105,223,東京都,目黒区,目黒川田道街かど公園,メグロガワデンドウマチカドコウエン,,1003a,東京都目黒区目黒1-24-11,,35.634991,139.71077,,,1.00E+12,目黒区,,,,,,,,
131105,224,東京都,目黒区,田道広場公園,デンドウヒロバコウエン,,1003a,東京都目黒区目黒1-25-8,,35.636326,139.709122,,,1.00E+12,目黒区,,,,,,,,
131105,225,東京都,目黒区,目黒区民センター公園,メグロクミンセンターコウエン,,1003a,東京都目黒区目黒2-4-36,,35.635323,139.707764,,,1.00E+12,目黒区,,,,,,,,
131105,226,東京都,目黒区,大塚山公園,オオツカヤマコウエン,,1003a,東京都目黒区目黒4-5-28,,35.633152,139.701721,,,1.00E+12,目黒区,,,,,,,,
131105,227,東京都,目黒区,下二南街かど公園,シモニミナミマチカドコウエン,,1003a,東京都目黒区下目黒2-14-15,,35.628902,139.711472,,,1.00E+12,目黒区,,,,,,,,
131105,228,東京都,目黒区,大鳥公園,オオトリコウエン,,1003a,東京都目黒区下目黒2-20-19,,35.633007,139.709503,,,1.00E+12,目黒区,,,,,,,,
131105,229,東京都,目黒区,不動公園,フドウコウエン,,1003a,東京都目黒区下目黒3-21-9,,35.629047,139.707596,,,1.00E+12,目黒区,,,,,,,,
131105,230,東京都,目黒区,さくらの里街かど公園,サクラノサトマチカドコウエン,,1003a,東京都目黒区下目黒5-13-10,,35.627838,139.702728,,,1.00E+12,目黒区,,,,,,,,
131105,231,東京都,目黒区,元競馬南泉公園,モトケイバミナミイズミコウエン,,1003a,東京都目黒区下目黒5-24-16,,35.62809,139.70105,,,1.00E+12,目黒区,,,,,,,,
131105,232,東京都,目黒区,油面公園,アブラメンコウエン,,1003a,東京都目黒区中町1-16-22,,35.632317,139.696228,,,1.00E+12,目黒区,,,,,,,,
131105,233,東京都,目黒区,中町せせらぎ緑地公園,ナカマチセセラギリョクチコウエン,,1003a,東京都目黒区中町2-4-1,,35.634163,139.698029,,,1.00E+12,目黒区,,,,,,,,
131105,234,東京都,目黒区,三角山公園,サンカクヤマコウエン,,1003a,東京都目黒区中町2-34-14,,35.632977,139.693817,,,1.00E+12,目黒区,,,,,,,,
131105,235,東京都,目黒区,田切公園,タギリコウエン,,1003a,東京都目黒区五本木1-17-18,,35.638428,139.687103,,,1.00E+12,目黒区,,,,,,,,
131105,236,東京都,目黒区,芦毛塚街かど公園,アシケヅカマチカドコウエン,,1003a,東京都目黒区五本木1-18-9,,35.638874,139.686508,,,1.00E+12,目黒区,,,,,,,,
131105,237,東京都,目黒区,五本木ふれあい街かど公園,ゴホンギフレアイマチカドコウエン,,1003a,東京都目黒区五本木2-19-6,,35.634548,139.690842,,,1.00E+12,目黒区,,,,,,,,
131105,238,東京都,目黒区,五本木二丁目街かど公園,ゴホンギフタチョウメマチカドコウエン,,1003a,東京都目黒区五本木2-43-10,,35.633892,139.685959,,,1.00E+12,目黒区,,,,,,,,
131105,239,東京都,目黒区,五本木西みどり街かど公園,ゴホンギニシミドリマチカドコウエン,,1003a,東京都目黒区五本木3-13-5,,35.632797,139.683945,,,1.00E+12,目黒区,,,,,,,,
131105,240,東京都,目黒区,祐天寺一丁目ふれあい公園,ユウテンジイッチョウメフレアイコウエン,,1003a,東京都目黒区祐天寺1-21-7,,35.638802,139.693207,,,1.00E+12,目黒区,,,,,,,,
131105,241,東京都,目黒区,中央緑地公園,チュウオウリョクチコウエン,,1003a,東京都目黒区中央町2-26-6,,35.629929,139.691147,,,1.00E+12,目黒区,,,,,,,,
131105,242,東京都,目黒区,こなべ野公園,コナベノコウエン,,1003a,東京都目黒区目黒本町1-10-6,,35.625793,139.696472,,,1.00E+12,目黒区,,,,,,,,
131105,243,東京都,目黒区,清水池公園,シミズイケコウエン,,1003a,東京都目黒区目黒本町2-12-10,,35.623718,139.692383,,,1.00E+12,目黒区,,,,,,,,
131105,244,東京都,目黒区,月光原公園,ゲッコウハラコウエン,,1003a,東京都目黒区目黒本町3-13-18,,35.623543,139.699493,,,1.00E+12,目黒区,,,,,,,,
131105,245,東京都,目黒区,本町みなみ街かど公園,ホンチョウウミナミマチカドコウエン,,1003a,東京都目黒区目黒本町5-4-16,,35.618576,139.700256,,,1.00E+12,目黒区,,,,,,,,
131105,246,東京都,目黒区,金杉原南緑地公園,カナスギハラミナミリョクチコウエン,,1003a,東京都目黒区目黒本町5-9-11,,35.617462,139.699112,,,1.00E+12,目黒区,,,,,,,,
131105,247,東京都,目黒区,本町五丁目西街かど公園,ホンチョウゴチョウメニシマチカドコウエン,,1003a,東京都目黒区目黒本町5-22-4,,35.618832,139.699387,,,1.00E+12,目黒区,,,,,,,,
131105,248,東京都,目黒区,本町北公園,ホンチョウキタコウエン,,1003a,東京都目黒区目黒本町5-31-9,,35.621155,139.698578,,,1.00E+12,目黒区,,,,,,,,
131105,249,東京都,目黒区,向原西街かど公園,ムカイハラニシマチカドコウエン,,1003a,東京都目黒区目黒本町6-13-14,,35.621025,139.694534,,,1.00E+12,目黒区,,,,,,,,
131105,250,東京都,目黒区,西小山公園,ニシコヤマコウエン,,1003a,東京都目黒区原町1-3-16,,35.616577,139.697052,,,1.00E+12,目黒区,,,,,,,,
131105,251,東京都,目黒区,原町タンポポ公園,ハラマチタンポポコウエン,,1003a,東京都目黒区原町1-24-10,,35.616806,139.694214,,,1.00E+12,目黒区,,,,,,,,
131105,252,東京都,目黒区,洗足北街かど公園,センゾクキタマチカドコウエン,,1003a,東京都目黒区洗足1-9-5,,35.614651,139.695938,,,1.00E+12,目黒区,,,,,,,,
131105,253,東京都,目黒区,洗足ひだまり公園,センゾクヒダマリコウエン,,1003a,東京都目黒区洗足2-18-9,,35.610485,139.693512,,,1.00E+12,目黒区,,,,,,,,
131105,254,東京都,目黒区,南一丁目緑地公園,ミナミイチチョウメリョクチコウエン,,1003a,東京都目黒区南1-22-7,,35.614147,139.688278,,,1.00E+12,目黒区,,,,,,,,
131105,255,東京都,目黒区,富士見台公園,フジミダイコウエン,,1003a,東京都目黒区南1-23-4,,35.613396,139.688309,,,1.00E+12,目黒区,,,,,,,,
131105,256,東京都,目黒区,田向公園,デンムカイコウエン,,1003a,東京都目黒区碑文谷2-12-1,,35.623432,139.687195,,,1.00E+12,目黒区,,,,,,,,
131105,257,東京都,目黒区,すずめのお宿緑地公園,スズメノオヤドリョクチコウエン,,1003a,東京都目黒区碑文谷3-11-22,,35.618317,139.68425,,,1.00E+12,目黒区,,,,,,,,
131105,258,東京都,目黒区,碑文谷公園,ヒモンヤコウエン,,1003a,東京都目黒区碑文谷6-9-11,,35.625141,139.682892,,,1.00E+12,目黒区,,,,,,,,
131105,259,東京都,目黒区,大岡山公園,オオオカヤマコウエン,,1003a,東京都目黒区大岡山1-8-4,,35.609997,139.684143,,,1.00E+12,目黒区,,,,,,,,
131105,260,東京都,目黒区,境橋街かど公園,サカイバシマチカドコウエン,,1003a,東京都目黒区緑が丘3-10-37,,35.603294,139.680695,,,1.00E+12,目黒区,,,,,,,,
